city,confirm,dead,heal,suspect,source,update_time
Hokkaido,4,0,0,0,厚生劳动省,20200227
Tokyo,3,0,0,0,厚生劳动省,20200227
Kanagawa,1,0,0,0,厚生劳动省,20200227
Aichi,5,0,0,0,厚生劳动省,20200227
Diamond Princess,11,0,0,0,厚生劳动省,20200227
Nagano,1,0,0,0,厚生劳动省,20200227
Chiba,3,0,0,0,厚生劳动省,20200227
Gifu,1,0,0,0,厚生劳动省,20200227
