city,confirm,dead,heal,suspect,source,update_time
Hokkaido,15,0,0,0,厚生劳动省,20200228
Tokyo,1,0,0,0,厚生劳动省,20200228
Kanagawa,3,0,0,0,厚生劳动省,20200228
Aichi,2,0,0,0,厚生劳动省,20200228
Diamond Princess,5,0,0,0,厚生劳动省,20200228
Nagano,0,0,0,0,厚生劳动省,20200228
Chiba,0,0,0,0,厚生劳动省,20200228
Gifu,1,0,0,0,厚生劳动省,20200228
Osaka,1,0,0,0,厚生劳动省,20200228
Ishikawa,1,0,0,0,厚生劳动省,20200228
