city,confirm,dead,heal,suspect,source,update_time
Hokkaido,5,0,0,0,厚生劳动省,20200226
Tokushima,1,0,0,0,厚生劳动省,20200226
Tokyo,3,0,0,0,厚生劳动省,20200226
Ishikawa,2,0,0,0,厚生劳动省,20200226
Kanagawa,1,0,0,0,厚生劳动省,20200226
Aichi,3,0,0,0,厚生劳动省,20200226
Kumamoto,1,0,0,0,厚生劳动省,20200226
Diamond Princess,1,1,0,0,厚生劳动省,20200226
Nagano,1,0,0,0,厚生劳动省,20200226
