city,confirm,dead,heal,suspect,source,update_time
Daegu,16,0,0,0,,20200226
Gyeongsangbuk-do,33,0,0,0,,20200226
Gyeonggi-do,7,0,0,0,,20200226
Gyeongsangnam-do,3,0,0,0,,20200226
Seoul,6,0,0,0,,20200226
Busan,8,0,0,0,,20200226
Ulsan,1,0,0,0,,20200226
Chungcheongbuk-do,2,0,0,0,,20200226
Chungcheongnam-do,1,0,0,0,,20200226
