city,confirm,dead,heal,suspect,source,update_time
Daegu,134,0,0,0,,20200226
Gyeongsangbuk-do,19,0,0,0,,20200226
Gyeonggi-do,1,0,0,0,,20200226
Gyeongsangnam-do,2,0,0,0,,20200226
Seoul,4,0,0,0,,20200226
Busan,8,0,0,0,,20200226
Incheon,1,0,0,0,,20200226
